Player,League,Squad,Country,Position,Annualized Salary
T. Schulz,D,Mean Wolves,Republic of Denand Landsa,DF,16850000
J. Otoo,D,Mean Wolves,Sobianitedrucy,DF,11880000
U. Quansah,D,Mean Wolves,Xikong,DFMF,10770000
K. Philippe,D,Mean Wolves,Eastern Niasland,FW,21480000
G. Mwima,D,Mean Wolves,Sobianitedrucy,FW,28050000
O. Roth,D,Mean Wolves,Sobianitedrucy,FW,24430000
V. Morel,D,Mean Wolves,Imaar Vircoand,FWDF,27070000
L. Mumbere,D,Mean Wolves,Nkasland Cronestan,FWDF,32620000
Y. Larsen,D,Mean Wolves,Imaar Vircoand,GK,18960000
H. Dehghan,D,Mean Wolves,Central Diasongo,MF,26850000
U. Nambuya,D,Mean Wolves,Galamily,MF,19820000
K. Chisi,D,Mean Wolves,Imaar Vircoand,MF,28770000
S. Ghaffari,D,Mean Wolves,Lefghau,MF,21670000
X. Makina,D,Mean Wolves,Redohrainbri,MF,8130000
L. Sigauke,D,Mean Wolves,Sobianitedrucy,MF,32720000
T. Musisi,D,Mean Wolves,Sobianitedrucy,MF,3000000
B. Alhassan,D,Mean Wolves,Unicorporated Tiagascar,MF,7850000
N. Terzi?,D,Mighty Monkeys,Esia,DF,11080000
L. Chiu,D,Mighty Monkeys,Lylimi,DF,11810000
D. Shuaibu,D,Mighty Monkeys,Nkasland Cronestan,DF,9440000
W. Ly,D,Mighty Monkeys,Northslands,DF,23590000
E. De Luca,D,Mighty Monkeys,Sobianitedrucy,DF,14110000
J. Neo,D,Mighty Monkeys,Sobianitedrucy,DF,7760000
L. Schmid,D,Mighty Monkeys,Sobianitedrucy,DF,12610000
M. Angom,D,Mighty Monkeys,Sobianitedrucy,DF,18400000
Q. Atiku,D,Mighty Monkeys,Sobianitedrucy,DF,8420000
E. Kalungi,D,Mighty Monkeys,Western Niasland,DF,16570000
A. Caron,D,Mighty Monkeys,Sobianitedrucy,FW,25400000
J. Nath,D,Mighty Monkeys,Sobianitedrucy,FW,27540000
V. Heikkinen,D,Mighty Monkeys,Sobianitedrucy,FW,29050000
F. Mugabe,D,Mighty Monkeys,Sobianitedrucy,FWMF,25560000
P. Rabiu,D,Mighty Monkeys,Sobianitedrucy,FWMF,22050000
C. Hamed,D,Mighty Monkeys,Sobianitedrucy,GK,11620000
S. Namuwonge,D,Mighty Monkeys,Sobianitedrucy,GK,9760000
C. Ozoli?š,D,Mighty Monkeys,Danan Seekeeling,MF,12260000
Y. Atoo,D,Mighty Monkeys,Galamily,MF,29110000
R. Nahwera,D,Mighty Monkeys,Imaar Vircoand,MF,29500000
Y. Almutairi,D,Mighty Monkeys,Nkasland Cronestan,MF,27580000
E. Fiore,D,Mighty Monkeys,Redohrainbri,MF,16510000
A. Saeedi,D,Mighty Monkeys,Sobianitedrucy,MF,10110000
Y. Shevchuk,D,Mighty Monkeys,Sobianitedrucy,MF,13370000
T. Ferrari,D,Mighty Monkeys,Tercapetralgrorus,MF,16960000
O. Avako,D,Mighty Monkeys,Xikong,MF,30040000
I. Kolar,D,Mighty Monkeys,Redohrainbri,MFDF,13970000
K. Mwanje,D,Mighty Monkeys,Sobianitedrucy,MFDF,25520000
S. Lutaaya,D,Mighty Monkeys,Dosqaly,MFFW,23050000
G. Fauzi,D,Mighty Monkeys,Imaar Vircoand,MFFW,30290000
X. Kazibwe,D,Mighty Monkeys,Janmico,MFFW,32690000
V. Kwiatkowski,D,Punctual Fire,Lefghau,DF,6490000
Z. Kiirya,D,Punctual Fire,Lefghau,DF,8240000
F. Sason,D,Punctual Fire,Nkasland Cronestan,DF,8430000
J. Ejang,D,Punctual Fire,Nkasland Cronestan,DF,13290000
K. Y?ld?z,D,Punctual Fire,Nkasland Cronestan,DF,22340000
V. Kao,D,Punctual Fire,Nkasland Cronestan,DF,10360000
K. Kizza,D,Punctual Fire,Rosvi,DF,9600000
G. Feldman,D,Punctual Fire,Sobianitedrucy,DF,15420000
I. Mutabazi,D,Punctual Fire,Sobianitedrucy,DF,16210000
N. Tamura,D,Punctual Fire,Sobianitedrucy,DF,25100000
F. Makombe,D,Punctual Fire,Unicorporated Tiagascar,DF,18230000
L. Nakashima,D,Punctual Fire,Lefghau,DFMF,28260000
J. Manu,D,Punctual Fire,Pierrema,DFMF,26280000
I. Roy,D,Punctual Fire,Sobianitedrucy,FW,21370000
W. Kisitu,D,Punctual Fire,Sobianitedrucy,FW,20590000
W. Suleman,D,Punctual Fire,Sobianitedrucy,FW,29940000
Z. Nakayama,D,Punctual Fire,Sobianitedrucy,FW,25970000
L. Ranjbar,D,Punctual Fire,New Uwi,FWDF,17110000
G. Zohar,D,Punctual Fire,Cuge,FWMF,6180000
C. Reuben,D,Punctual Fire,Sobianitedrucy,FWMF,18810000
Z. Moreira,D,Punctual Fire,Sobianitedrucy,FWMF,19510000
J. Colón,D,Punctual Fire,Coastpa Barleslands,GK,23340000
H. Saeed,D,Punctual Fire,Manlisgamncent,GK,7140000
A. Lynch,D,Punctual Fire,Moaithe,GK,13720000
G. Achia,D,Punctual Fire,Imaar Vircoand,MF,24080000
B. Lao,D,Punctual Fire,Kesternsri,MF,24950000
D. Kimuli,D,Punctual Fire,Saintswacroa,MF,8660000
Z. Buyinza,D,Punctual Fire,Saintu,MF,17840000
C. Goossens,D,Punctual Fire,Sobianitedrucy,MF,23460000
Y. Gidudu,D,Punctual Fire,Sobianitedrucy,MF,19960000
Y. Muyambo,D,Punctual Fire,Sobianitedrucy,MF,21180000
P. O’Neill,D,Punctual Fire,Pahon,MFDF,20140000
F. Segel,D,Punctual Fire,Sobianitedrucy,MFDF,19400000
C. Chauhan,D,Punctual Fire,Sobianitedrucy,MFFW,24650000
B. Van der Meer,D,Red Rangers,Esia,DF,12990000
J. Fukuda,D,Red Rangers,Lefghau,DF,14150000
B. Colin,D,Red Rangers,Loco Phirema,DF,26560000
A. Ainomugisha,D,Red Rangers,Moaithe,DF,12960000
A. Davies,D,Red Rangers,Rosvi,DF,19430000
L. Fuchs,D,Red Rangers,Sobianitedrucy,DF,23290000
M. Benedetti,D,Red Rangers,Sobianitedrucy,DF,26740000
M. Rashid,D,Red Rangers,Sobianitedrucy,DF,24120000
O. Mudzingwa,D,Red Rangers,Sobianitedrucy,DF,9820000
X. Anena,D,Red Rangers,Sobianitedrucy,DF,9440000
Y. Okwii,D,Red Rangers,Sobianitedrucy,DF,8820000
D. Balázs,D,Red Rangers,Nkasland Cronestan,DFMF,15760000
W. Namata,D,Red Rangers,Nkasland Cronestan,FW,27820000
G. Sserugo,D,Red Rangers,Sobianitedrucy,FW,22580000
M. Nsubuga,D,Red Rangers,Sobianitedrucy,FW,13810000
R. Nabwire,D,Red Rangers,Sobianitedrucy,FW,25800000
A. Anwar,D,Red Rangers,Dosqaly,FWMF,22330000
B. Yousefi,D,Red Rangers,Sobianitedrucy,FWMF,21520000
I. Lehmann,D,Red Rangers,Sobianitedrucy,FWMF,32100000
J. Chew,D,Red Rangers,Sobianitedrucy,FWMF,21060000
T. Akankwasa,D,Red Rangers,Sobianitedrucy,FWMF,36290000
T. Sharifi,D,Red Rangers,Rosvi,GK,5480000
V. Ssali,D,Red Rangers,Sobianitedrucy,GK,20380000
W. bin Mohamad,D,Red Rangers,Biarizea,MF,14800000
I. Vong,D,Red Rangers,Greri Landmoslands,MF,19270000
B. Thomsen,D,Red Rangers,Ngoque Blicri,MF,9400000
J. Riyadi,D,Red Rangers,Sobianitedrucy,MF,1950000
P. Martinelli,D,Red Rangers,Lefghau,MFDF,15670000
E. Omer,D,Red Rangers,Nancipenuaroe,MFFW,8560000
X. Wouters,D,Red Rangers,Sobianitedrucy,MFFW,22610000
F. Okon,D,Remarkable Flames,Imaar Vircoand,DF,12700000
G. De Groot,D,Remarkable Flames,Lefghau,DF,25820000
P. Sanyu,D,Remarkable Flames,Lefghau,DF,14080000
Q. Cheong,D,Remarkable Flames,Lefghau,DF,14160000
C. Mirkovi?,D,Remarkable Flames,People's Land of Maneau,DF,25130000
H. Francisco,D,Remarkable Flames,Rosvi,DF,23950000
G. Efendi,D,Remarkable Flames,Sobianitedrucy,DF,13080000
G. Muzamba,D,Remarkable Flames,Sobianitedrucy,DF,23970000
Q. Sumarni,D,Remarkable Flames,Sobianitedrucy,DF,17080000
Y. Vitali,D,Remarkable Flames,Sobianitedrucy,DF,22750000
D. Caruso,D,Remarkable Flames,Varijitri Isles,DF,23790000
T. Neves,D,Remarkable Flames,Sobianitedrucy,DFFW,23000000
J. Bahri,D,Remarkable Flames,Sobianitedrucy,DFMF,14120000
W. Mertens,D,Remarkable Flames,Manlisgamncent,FW,25120000
R. Begum,D,Remarkable Flames,Unicorporated Tiagascar,FW,25150000
Q. Higenyi,D,Remarkable Flames,Varijitri Isles,FW,34390000
H. Sat?,D,Remarkable Flames,Byasier Pujan,FWMF,27410000
F. Ilves,D,Remarkable Flames,Imaar Vircoand,FWMF,33400000
B. Asiedu,D,Remarkable Flames,Isle of Lababwe,FWMF,34270000
M. Mansouri,D,Remarkable Flames,Nganion,FWMF,24710000
I. Kat?,D,Remarkable Flames,Sobianitedrucy,FWMF,23050000
N. Bello,D,Remarkable Flames,Sobianitedrucy,FWMF,24850000
H. Tuhaise,D,Remarkable Flames,Lefghau,GK,4180000
P. Solanki,D,Remarkable Flames,Nganion,GK,16940000
G. Boadi,D,Remarkable Flames,Sobianitedrucy,GK,21740000
K. Ndiweni,D,Remarkable Flames,Dosqaly,MF,31780000
N. Von,D,Remarkable Flames,Iverde,MF,10330000
D. Schmid,D,Remarkable Flames,Nganion,MF,26240000
M. Bwire,D,Remarkable Flames,Rarita,MF,32380000
G. Hungwe,D,Remarkable Flames,Sobianitedrucy,MF,27040000
Z. Delemovi?,D,Remarkable Flames,Sobianitedrucy,MF,26630000
I. As,D,Rowdy Clippers,Galamily,DF,7920000
W. ?ta,D,Rowdy Clippers,Lefghau,DF,2520000
F. Berger,D,Rowdy Clippers,Sobianitedrucy,DF,26840000
N. Haas,D,Rowdy Clippers,Sobianitedrucy,DF,11230000
O. Louis,D,Rowdy Clippers,Sobianitedrucy,DF,7820000
P. Ssemanda,D,Rowdy Clippers,Sobianitedrucy,DF,24920000
S. Leung,D,Rowdy Clippers,Sobianitedrucy,DF,7260000
W. Ajwang,D,Rowdy Clippers,Sobianitedrucy,DF,3020000
M. Akampurira,D,Rowdy Clippers,Zamlie Niabangthe,DF,16760000
D. Saleh,D,Rowdy Clippers,Sobianitedrucy,DFMF,13730000
U. Cruz,D,Rowdy Clippers,Sobianitedrucy,DFMF,18790000
O. Fischer,D,Rowdy Clippers,Sobianitedrucy,FW,25970000
O. Nyasulu,D,Rowdy Clippers,Sobianitedrucy,FW,29160000
Y. Nalubwama,D,Rowdy Clippers,Sobianitedrucy,FW,35950000
B. Kyarisima,D,Rowdy Clippers,Sobianitedrucy,FWDF,11730000
G. Kowalczyk,D,Rowdy Clippers,Dosqaly,FWMF,24240000
X. Byamugisha,D,Rowdy Clippers,Sobianitedrucy,FWMF,26650000
K. Smit,D,Rowdy Clippers,Leoneku Guidisia,GK,19120000
C. Odongo,D,Rowdy Clippers,Sobianitedrucy,GK,10900000
J. Kova?i?,D,Rowdy Clippers,Sobianitedrucy,GK,17100000
Z. Saeedi,D,Rowdy Clippers,Galamily,MF,19080000
G. Fujita,D,Rowdy Clippers,Moaithe,MF,20320000
A. Kimura,D,Rowdy Clippers,Sobianitedrucy,MF,24690000
F. Mulindwa,D,Rowdy Clippers,Sobianitedrucy,MF,24810000
L. Kabuye,D,Rowdy Clippers,Sobianitedrucy,MF,3330000
R. Jiménez,D,Rowdy Clippers,Sobianitedrucy,MF,16340000
W. Henry,D,Rowdy Clippers,Sobianitedrucy,MF,9340000
Z. Bala,D,Rowdy Clippers,Sobianitedrucy,MF,20490000
J. Namakoye,D,Rowdy Clippers,Cuandbo,MFFW,12770000
A. Hughes,D,Rowdy Clippers,Ledian,MFFW,32010000
H. Rana,D,Rowdy Clippers,Leoneku Guidisia,MFFW,23350000
G. Rahmani,D,Rowdy Clippers,Sobianitedrucy,MFFW,29890000
I. Greenberg,D,Serious Ranchers,Cabral Retrea,DF,15230000
D. Onzia,D,Serious Ranchers,Desaintko,DF,19080000
L. Sayed,D,Serious Ranchers,Ledian,DF,20410000
F. Nanfuka,D,Serious Ranchers,Lefghau,DF,7810000
A. Maposa,D,Serious Ranchers,Nganion,DF,15960000
V. Siregar,D,Serious Ranchers,Nganion,DF,12390000
W. Fernando,D,Serious Ranchers,Nganion,DF,14070000
K. Supriadi,D,Serious Ranchers,Pahon,DF,31490000
C. Alanazi,D,Serious Ranchers,Sobianitedrucy,DF,20360000
K. Kwarteng,D,Serious Ranchers,Sobianitedrucy,DF,5730000
L. Bekher,D,Serious Ranchers,Sobianitedrucy,DF,10530000
Q. Henriksen,D,Serious Ranchers,Sobianitedrucy,DF,19400000
H. Salah,D,Serious Ranchers,Southern Ristan,DF,11780000
H. Hansen,D,Serious Ranchers,Unicorporated Tiagascar,DF,22030000
N. Muhammadu,D,Serious Ranchers,Byasier Pujan,DFMF,19510000
S. Mussa,D,Serious Ranchers,Byasier Pujan,FW,32020000
L. Razaie,D,Serious Ranchers,Nathuacamana,FW,29540000
B. Sah,D,Serious Ranchers,Sobianitedrucy,FW,28310000
I. Mwase,D,Serious Ranchers,Imaar Vircoand,FWMF,37550000
W. Lotfi,D,Serious Ranchers,Moaithe,GK,21070000
B. Gondo,D,Serious Ranchers,Lefghau,MF,16460000
Y. Hen,D,Serious Ranchers,Lefghau,MF,33360000
C. Arineitwe,D,Serious Ranchers,Nganion,MF,25970000
B. Putra,D,Serious Ranchers,Rosvi,MF,24510000
G. Frimpong,D,Serious Ranchers,Sobianitedrucy,MF,23890000
T. Bhebhe,D,Serious Ranchers,Sobianitedrucy,MF,16410000
C. Ková?,D,Serious Ranchers,Loco Phirema,MFFW,8180000
C. Negri,D,Spicy Pointers,Biarizea,DF,9610000
W. Aciro,D,Spicy Pointers,Dosqaly,DF,8080000
B. binti Othman,D,Spicy Pointers,Imaar Vircoand,DF,17170000
F. Tumuheirwe,D,Spicy Pointers,Manlisgamncent,DF,27350000
N. Atai,D,Spicy Pointers,Mico,DF,25050000
A. Kimura,D,Spicy Pointers,Sobianitedrucy,DF,6300000
E. Atim,D,Spicy Pointers,Sobianitedrucy,DF,21730000
F. Yusuf,D,Spicy Pointers,Sobianitedrucy,DF,14340000
L. Vanags,D,Spicy Pointers,Sobianitedrucy,DF,30090000
M. Namiiro,D,Spicy Pointers,Sobianitedrucy,DF,14620000
V. Lahtinen,D,Spicy Pointers,Sobianitedrucy,DF,19970000
V. Macuacua,D,Spicy Pointers,Western Niasland,DF,19760000
F. Hang,D,Spicy Pointers,Rarita,DFMF,10750000
P. Nakyanzi,D,Spicy Pointers,Byasier Pujan,FW,24710000
Z. Kebirungi,D,Spicy Pointers,Central Diasongo,FW,27430000
Q. Acen,D,Spicy Pointers,Danan Seekeeling,FW,30850000
B. bin Abd Rahman,D,Spicy Pointers,Sobianitedrucy,FW,22970000
S. Soon,D,Spicy Pointers,Sobianitedrucy,FW,29490000
J. Soares,D,Spicy Pointers,Eastern Niasland,FWMF,26360000
A. Patal,D,Spicy Pointers,Sobianitedrucy,FWMF,23420000
B. Muduwa,D,Spicy Pointers,Varijitri Isles,FWMF,23820000
E. bin Mohamed,D,Spicy Pointers,Cabral Retrea,GK,11370000
L. Namaganda,D,Spicy Pointers,Sobianitedrucy,GK,7540000
H. Teo,D,Spicy Pointers,Mico,MF,20280000
I. Conte,D,Spicy Pointers,Mico,MF,29630000
L. Mandala,D,Spicy Pointers,Nganion,MF,28440000
O. Namusoke,D,Spicy Pointers,Nkasland Cronestan,MF,15610000
G. Ibraimo,D,Spicy Pointers,Quewenia,MF,10850000
B. Mayer,D,Spicy Pointers,Rosvi,MF,25000000
F. Meier,D,Spicy Pointers,Sobianitedrucy,MF,20200000
N. Dutta,D,Spicy Pointers,Sobianitedrucy,MF,16390000
W. Nakato,D,Spicy Pointers,Sobianitedrucy,MF,12770000
B. Nakandi,D,Spicy Pointers,Sobianitedrucy,MFFW,21440000
A. Nanjala,D,Spicy Pointers,Western Niasland,MFFW,26590000
Q. Abo,D,Strange Pioneers,Imaar Vircoand,DF,16930000
C. Haas,D,Strange Pioneers,Janmico,DF,11880000
Y. Rodriguez,D,Strange Pioneers,Janmico,DF,10310000
B. Savolainen,D,Strange Pioneers,Lefghau,DF,10120000
Z. Kiirya,D,Strange Pioneers,Lefghau,DF,14360000
S. Candiru,D,Strange Pioneers,Nganion,DF,17400000
U. Mayer,D,Strange Pioneers,Rosvi,DF,10290000
I. Franke,D,Strange Pioneers,Sobianitedrucy,DF,10270000
I. Paswan,D,Strange Pioneers,Sobianitedrucy,DF,15070000
L. Karungi,D,Strange Pioneers,Sobianitedrucy,DF,16260000
H. Ayaa,D,Strange Pioneers,Rosvi,DFMF,11540000
Z. Kebirungi,D,Strange Pioneers,Central Diasongo,FW,35250000
E. Amanya,D,Strange Pioneers,Dosqaly,FW,30910000
F. Gatti,D,Strange Pioneers,Lefghau,FW,26670000
K. Nakakande,D,Strange Pioneers,Nancipenuaroe,FW,23080000
Y. Akiror,D,Strange Pioneers,Rosvi,FW,26830000
B. Quaye,D,Strange Pioneers,Sobianitedrucy,FW,20080000
I. Goh,D,Strange Pioneers,Sobianitedrucy,FWDF,12090000
P. Mlotshwa,D,Strange Pioneers,Sobianitedrucy,FWDF,33000000
G. Caputo,D,Strange Pioneers,Nkasland Cronestan,GK,20550000
D. Sorrentino,D,Strange Pioneers,Sobianitedrucy,GK,14200000
G. Lutaaya,D,Strange Pioneers,Sobianitedrucy,GK,10820000
A. Anwar,D,Strange Pioneers,Dosqaly,MF,18040000
J. Kyasimire,D,Strange Pioneers,Janmico,MF,24420000
X. Kanyunyuzi,D,Strange Pioneers,Manlisgamncent,MF,20660000
A. Dekker,D,Strange Pioneers,Nancipenuaroe,MF,13620000
T. Kyogabirwe,D,Strange Pioneers,Nkasland Cronestan,MF,8700000
W. Soltani,D,Strange Pioneers,Northern Namemo Laand,MF,39710000
C. Fumo,D,Strange Pioneers,Sobianitedrucy,MF,10220000
G. Szyma?ski,D,Strange Pioneers,Sobianitedrucy,MF,18490000
J. Hasahya,D,Strange Pioneers,Sobianitedrucy,MF,23070000
I. Gajdoš,D,Strange Pioneers,Pierrema,MFFW,29580000
A. Nanjala,D,Strange Pioneers,Western Niasland,MFFW,39730000
I. Gumede,D,Sugar Bengals,Byasier Pujan,DF,7790000
A. Radu,D,Sugar Bengals,Janmico,DF,24730000
Z. Wu,D,Sugar Bengals,Ledian,DF,20620000
M. Atuhaire,D,Sugar Bengals,Nancipenuaroe,DF,20620000
R. Ishii,D,Sugar Bengals,People's Land of Maneau,DF,15650000
V. Olanya,D,Sugar Bengals,Republic of Denand Landsa,DF,15900000
D. Amanyire,D,Sugar Bengals,Sobianitedrucy,DF,16140000
D. Deli?,D,Sugar Bengals,Sobianitedrucy,DF,26390000
P. Tzur,D,Sugar Bengals,Sobianitedrucy,DF,16130000
R. Song,D,Sugar Bengals,Sobianitedrucy,DF,6790000
S. Kamoga,D,Sugar Bengals,Sobianitedrucy,DF,18150000
Z. Testa,D,Sugar Bengals,Giumle Lizeibon,DFMF,21450000
B. Maruyama,D,Sugar Bengals,Sobianitedrucy,DFMF,16000000
M. Rashid,D,Sugar Bengals,Sobianitedrucy,DFMF,11650000
E. Gayakwad,D,Sugar Bengals,Imaar Vircoand,FW,26060000
F. Oyama,D,Sugar Bengals,Northern Namemo Laand,FW,36440000
E. Munduru,D,Sugar Bengals,Sobianitedrucy,FW,27870000
B. Phillips,D,Sugar Bengals,Southern Ristan,FW,25460000
F. Akwero,D,Sugar Bengals,Sobianitedrucy,FWMF,30990000
J. Koval,D,Sugar Bengals,Saintu,GK,16180000
A. Berkowitz,D,Sugar Bengals,Sobianitedrucy,GK,13710000
Y. Cheu,D,Sugar Bengals,Dosqaly,MF,14860000
C. Chand,D,Sugar Bengals,Janmico,MF,25860000
Z. Griffiths,D,Sugar Bengals,Manlisgamncent,MF,25350000
J. Dubois,D,Sugar Bengals,Mico,MF,33880000
W. Cheang,D,Sugar Bengals,Nganion,MF,35640000
D. Sigauke,D,Sugar Bengals,Sobianitedrucy,MF,10830000
E. Hasahya,D,Sugar Bengals,Sobianitedrucy,MF,34270000
U. Guillot,D,Sugar Bengals,Sobianitedrucy,MFFW,32160000
J. Mubangizi,D,Wet Flames,Central Diasongo,DF,16530000
S. Musoki,D,Wet Flames,Central Diasongo,DF,6630000
V. Kaneko,D,Wet Flames,Central Namemo Laand,DF,15130000
D. Namayanja,D,Wet Flames,Lefghau,DF,14340000
U. Mansour,D,Wet Flames,Lefghau,DF,5730000
H. Byamugisha,D,Wet Flames,Republic of Denand Landsa,DF,21080000
G. Neumbe,D,Wet Flames,Sobianitedrucy,DF,10320000
I. Mutabazi,D,Wet Flames,Sobianitedrucy,DF,15310000
O. Juárez,D,Wet Flames,Sobianitedrucy,DF,15980000
X. Nakong,D,Wet Flames,Sobianitedrucy,DF,13650000
M. Rojas,D,Wet Flames,Dosqaly,DFMF,9070000
S. Sanchez,D,Wet Flames,Imaar Vircoand,DFMF,23580000
B. Kiyimba,D,Wet Flames,Janmico,DFMF,19630000
E. Zacarias,D,Wet Flames,Sobianitedrucy,FW,31040000
L. Novák,D,Wet Flames,Sobianitedrucy,FW,21080000
M. Nyamahunge,D,Wet Flames,Loco Phirema,GK,11060000
L. Ocokoru,D,Wet Flames,Sobianitedrucy,GK,16460000
V. Guillaume,D,Wet Flames,Sobianitedrucy,GK,15240000
D. Mattila,D,Wet Flames,Dosqaly,MF,17090000
D. Roussel,D,Wet Flames,Rosvi,MF,25420000
U. Chávez,D,Wet Flames,Sobianitedrucy,MF,22910000
F. Ndou,D,Wet Flames,Zamlie Niabangthe,MF,11780000
B. Kansiime,D,Wet Flames,Nganion,MFFW,22550000
L. Mandala,D,Wet Flames,Nganion,MFFW,28270000
J. Maeda,D,Wet Flames,Sobianitedrucy,MFFW,21070000
O. Suzuki,D,Wet Flames,Sobianitedrucy,MFFW,14050000
R. Uchida,D,Wet Flames,Sobianitedrucy,MFFW,35500000
C. Sulaiman,E,Deferred Dolphins,Dosqaly,DF,18840000
H. Jansson,E,Deferred Dolphins,Greri Landmoslands,DF,9690000
A. Barbieri,E,Deferred Dolphins,Nganion,DF,12200000
D. Siregar,E,Deferred Dolphins,Nganion,DF,12290000
G. Pérez,E,Deferred Dolphins,Nganion,DF,9970000
K. Ochen,E,Deferred Dolphins,Nganion,DF,6190000
L. Ricci,E,Deferred Dolphins,Nganion,DF,17780000
O. Oketcho,E,Deferred Dolphins,Nganion,DF,4390000
V. Mugala,E,Deferred Dolphins,Nganion,DF,21810000
L. Fung,E,Deferred Dolphins,Greri Landmoslands,DFFW,17450000
V. Rubio,E,Deferred Dolphins,Varijitri Isles,DFFW,11300000
D. Fischer,E,Deferred Dolphins,Nganion,FW,30100000
W. Sardar,E,Deferred Dolphins,Nganion,FW,3890000
R. Najafi,E,Deferred Dolphins,Western Niasland,FW,23800000
B. Mtonga,E,Deferred Dolphins,Nganion,FWMF,31980000
C. Ajidiru,E,Deferred Dolphins,Nganion,FWMF,17280000
H. Oravec,E,Deferred Dolphins,Nganion,FWMF,31420000
Z. Nakiwala,E,Deferred Dolphins,Rarita,FWMF,26490000
G. Eng,E,Deferred Dolphins,Zamlie Niabangthe,FWMF,24380000
K. Kravchenko,E,Deferred Dolphins,Greri Landmoslands,GK,11280000
Q. König,E,Deferred Dolphins,Nganion,GK,13730000
B. Kaonga,E,Deferred Dolphins,Central Namemo Laand,MF,11410000
Z. Johansen,E,Deferred Dolphins,Dosqaly,MF,22120000
W. Mahato,E,Deferred Dolphins,Nganion,MF,29680000
D. Magala,E,Deferred Dolphins,Republic of Denand Landsa,MF,17330000
I. Benedetti,E,Deferred Dolphins,Zamlie Niabangthe,MF,27160000
F. bin Zakaria,E,Deferred Dolphins,Nganion,MFFW,25400000
K. Ferrari,E,Delta Colts,Nancipenuaroe,DF,12930000
C. Roux,E,Delta Colts,Nganion,DF,11270000
D. Ngo,E,Delta Colts,Nganion,DF,14090000
N. Turyasingura,E,Delta Colts,Nganion,DF,8530000
O. Mohammad,E,Delta Colts,Nganion,DF,13850000
R. Tsao,E,Delta Colts,Sobianitedrucy,DF,12650000
D. Valentini,E,Delta Colts,Nganion,DFMF,26550000
I. Ochola,E,Delta Colts,Nganion,DFMF,4530000
K. Kastelic,E,Delta Colts,Nganion,DFMF,11590000
L. Bogere,E,Delta Colts,Nganion,FW,22040000
M. Twinomugisha,E,Delta Colts,Nganion,FW,14200000
M. Nakyejwe,E,Delta Colts,Varijitri Isles,FW,29120000
L. Grasso,E,Delta Colts,Nganion,FWMF,24020000
V. Sserugo,E,Delta Colts,Nganion,FWMF,34970000
C. Shevchenko,E,Delta Colts,Nganion,GK,13130000
G. Rossi,E,Delta Colts,Nganion,GK,21320000
R. Amash,E,Delta Colts,Nganion,GK,19100000
R. Ayikoru,E,Delta Colts,Lefghau,MF,22750000
D. Law,E,Delta Colts,Nganion,MF,24310000
F. Ainembabazi,E,Delta Colts,Nganion,MF,10880000
J. Mugenyi,E,Delta Colts,Nganion,MF,14420000
M. Korugyendo,E,Delta Colts,Nganion,MF,20180000
R. Kabuye,E,Delta Colts,Nganion,MF,19140000
H. Shuaibu,E,Delta Colts,Nganion,MFDF,18550000
J. bin Hashim,E,Delta Colts,Nganion,MFDF,23430000
W. Daan,E,Delta Colts,Biarizea,MFFW,11450000
U. Oyella,E,Delta Colts,Dosqaly,MFFW,7640000
M. Naluwooza,E,Delta Colts,Nganion,MFFW,25550000
V. Abu,E,Delta Colts,Nganion,MFFW,16890000
T. Sinaga,E,Delta Colts,Rarita,MFFW,21660000
E. Odeke,E,Festive Governors,Coastpa Barleslands,DF,12850000
J. Ayebare,E,Festive Governors,Dosqaly,DF,16900000
L. Wilson,E,Festive Governors,Dosqaly,DF,11390000
M. Lunkuse,E,Festive Governors,Dosqaly,DF,14870000
C. Busingye,E,Festive Governors,Greri Landmoslands,DF,19280000
M. Takata,E,Festive Governors,Janmico,DF,15950000
A. Nilsen,E,Festive Governors,Nganion,DF,13370000
V. Nazziwa,E,Festive Governors,Nganion,DF,21530000
Z. Acidri,E,Festive Governors,Nganion,DF,14580000
Z. Madsen,E,Festive Governors,Nganion,DF,9590000
I. Hsieh,E,Festive Governors,Nganion,DFMF,10790000
O. Aboagye,E,Festive Governors,Dosqaly,FW,26620000
P. Peh,E,Festive Governors,Dosqaly,FW,19410000
I. Stoica,E,Festive Governors,Janmico,FW,26670000
M. Mansouri,E,Festive Governors,Nganion,FW,22550000
K. bin Ali,E,Festive Governors,Nganion,FWDF,34550000
L. Ndyanabo,E,Festive Governors,Imaar Vircoand,FWMF,34220000
P. Susanto,E,Festive Governors,Lefghau,FWMF,27650000
U. Nafula,E,Festive Governors,Mico,FWMF,28670000
W. Abeja,E,Festive Governors,Esia,GK,9960000
G. Kyobutungi,E,Festive Governors,Lefghau,GK,10970000
H. Gaillard,E,Festive Governors,Byasier Pujan,MF,20540000
M. Opoku,E,Festive Governors,Lefghau,MF,25850000
Y. Mukisa,E,Festive Governors,Manlisgamncent,MF,26610000
I. Babirye,E,Festive Governors,Nganion,MF,6250000
X. Nankya,E,Festive Governors,Nganion,MF,26890000
Z. Gholami,E,Festive Governors,Nganion,MF,19370000
W. Doyle,E,Festive Governors,Northern Namemo Laand,MF,33730000
D. Egger,E,Flying Penguins,Janmico,DF,20680000
J. Zacarias,E,Flying Penguins,Janmico,DF,11450000
N. More,E,Flying Penguins,Janmico,DF,14330000
N. Nassiri,E,Flying Penguins,Janmico,DF,12870000
